classification,text,favorite_count_log,retweet_count,verified,followers,follow_ratio,length,capital_ratio,question_mark,exclamation_point,has_emoji,hashtag_count,has_url,media_type
1,"#ThatAwkwardMoment when the #Ferguson police chief admits that #MikeBrown was stopped for walking in the road.

#p2 http://t.co/6giGtKQgaB",4.6443908991413725,5.683579767338681,False,5779,5.814889336016097,138,0.10101010101010101,0,0,0,4,0,photo
1,"They desecrated #mikebrown's body then they desecrated his memory and plight for justice. 

EXPLAIN THIS. 

#Ferguson #DONTSHOOT",4.04305126783455,4.969813299576001,False,28397,54.40229885057471,128,0.2716049382716049,0,0,0,3,0,none
1,"Q: ""why did he stop Michael Brown?"" 

#Ferguson Police Chief: ""because they were walking down the middle of the street blocking traffic""",2.3978952727983707,4.653960350157523,False,10732,10.330125120307988,136,0.06,1,0,0,1,0,none
1,"Witness to #Ferguson shooting atty confirms Brown took cigars from store.  Client told FBI he ""did take cigarillos"" http://t.co/j9BARBU0c7",3.5553480614894135,4.852030263919617,True,652004,1034.9285714285713,138,0.125,0,0,0,1,1,none
1,"Police have thrown something at the crowd. Not sure what tho. Protester says ""they have enough bullets for everybody down here #Ferguson",3.6635616461296463,5.303304908059076,False,6164,9.895666131621187,136,0.037037037037037035,0,0,0,1,0,none
1,"17 year old unarmed kid shot ten times by police for stealing candy. I didn't know that was punishable by death.

(read the #ferguson tag)",3.9318256327243257,5.176149732573829,False,874288,617.0,138,0.009523809523809525,0,0,0,1,0,none
1,"This is simple: IF #MikeBrown was a robbery suspect, why didn’t #Ferguson police say that on DAY ONE? Why wait six days?",6.124683390894205,6.849066282633458,True,283457,171.68867353119322,120,0.1625,1,0,0,2,0,none
1,VIDEO Police release surveillance tape from #Ferguson store related to #MichaelBrown: http://t.co/hEIdfPTX60 http://t.co/CIM7L6TJND,3.6375861597263857,4.718498871295094,True,1298668,157.50988477865374,131,0.2716049382716049,0,0,0,2,1,photo
1,".@AP I demand you retract the lie that people in #Ferguson were shouting ""kill the police"", local reporting has refuted your ugly racism",3.5263605246161616,4.852030263919617,False,2520,2.804226918798665,136,0.0380952380952381,0,0,0,1,0,none
1,Did anyone think of comparing the clothes that #MikeBrown was wearing when he was laying on the street to the security footage? #Ferguson,4.955827057601261,5.805134968916488,False,18662,504.4054054054054,137,0.03669724770642202,1,0,0,2,0,none
1,#BREAKING One woman shot in drive-by shooting on 1300 Highmont near the QT. Cannot confirm if the victim survived. #ferguson #mikebrown,4.110873864173311,6.0473721790462776,True,59250,40.8064738292011,135,0.13978494623655913,0,0,0,3,0,none
1,Police in #Ferguson once charged a man for bleeding on their uniforms after 4 of them beat him http://t.co/op11jbVEUq http://t.co/crECAGF4t0,4.727387818712341,5.869296913133774,False,4136,1.8899040657834627,140,0.10416666666666667,0,0,0,1,1,photo
1,"Since FBI is investigating the shooting, isn't Darren Wilson a fugitive &amp; the cops who let him leave accessories after the fact? #Ferguson",5.075173815233827,5.5053315359323625,False,25482,15.99686126804771,142,0.06481481481481481,1,0,0,1,0,none
1,Is the Police Chief in #Ferguson changing the story?  https://t.co/8ujqp0lpb5,4.532599493153256,5.455321115357702,True,9301,2.737492642731018,77,0.07407407407407407,1,0,0,1,1,none
1,Americans are 8 times more likely to be killed by a police officer than by a terrorist. #Ferguson,5.945420608606575,6.263398262591624,False,258110,1.000822027227713,97,0.02631578947368421,0,0,0,1,0,none
1,Exactly. Why release the video if stopping Mike Brown was not related to the robbery? JESUS CHRIST THIS IS BAD. #Ferguson,4.61512051684126,5.402677381872279,False,39635,3.773060447405997,121,0.3424657534246575,1,0,0,1,0,none
1,"Violence, brutality, suppression of free speech. Attacks on journalists. 

Yeah. Let's believe everything the Police say. #Ferguson",5.0106352940962555,5.541263545158426,False,28563,54.72030651340996,131,0.06,0,0,0,1,0,none
1,Anybody else thinks the #Ferguson police chief is just making this up as he goes along? This is beyond embarrassing. It's shameful!,5.342334251964811,5.488937726156687,True,283826,171.80811138014528,131,0.0392156862745098,1,1,0,1,0,none
1,URGENT: Darren Wilson is the police officer who shot Mike Brown http://t.co/RZ1eYcKpiY #Ferguson http://t.co/D2HyKchWvq,3.9318256327243257,5.278114659230517,True,722151,1744.3285024154588,119,0.273972602739726,0,0,0,1,1,photo
1,#Ferguson Chief confirmed name of officer who shot #MichaelBrown is Darren Wilson. @ksdknews,5.093750200806762,5.746203190540153,False,1293905,1499.3117033603708,92,0.08450704225352113,0,0,0,2,0,none
1,2nd Video footage proving #Ferguson PD Chief lied on @Fox2Now RT @TheAnonMessage2: After moments of #MikeBrown death. http://t.co/5V8mTws9Ep,3.5263605246161616,4.624972813284271,False,3466,3.292497625830959,140,0.20224719101123595,0,0,0,2,1,none
1,UPDATE - Shooter #DarrenWilson didn't know #MikeBrown was a robbery suspect: #Ferguson http://t.co/p05krSfaXL http://t.co/R8CJVoTvex,3.871201010907891,4.962844630259907,True,112558,7.823660248835754,132,0.24691358024691357,0,0,0,3,1,photo
1,"""The officers were literally putting hands on media personnel, throwing people..."" http://t.co/7QTY8soT46 #Ferguson",4.189654742026425,5.673323267171493,False,1294169,1499.6176129779838,115,0.07317073170731707,0,0,0,1,1,none
1,"shorter #ferguson pd: ""damn, we thought we could dirty up this guys name, we didn't think you guys would CHECK""",4.2626798770413155,4.795790545596741,False,21405,5.3515,111,0.06172839506172839,0,0,0,1,0,none
1,"Report: #Ferguson Cop ID'd As Unarmed Teen's Killer Left The Area Days Ago 
http://t.co/fZROKS30VC http://t.co/QAYkm1ielh",3.58351893845611,4.844187086458591,False,201178,691.3367697594501,121,0.36363636363636365,0,0,0,1,1,photo
1,".@NBCNews I demand that you retract the lie that #Ferguson people were shouting ""Kill the police"". Reporters at scene have refuted that.",5.043425116919247,6.293419278846481,False,2522,2.809576837416481,136,0.07920792079207921,0,0,0,1,0,none
0,Mother/Daughter team in #Ferguson.  Daughter just took bar.  Will be civil rights Atty http://t.co/m7grH0ng2o,6.421622267806518,6.376726947898627,False,6875,2.7242472266244055,109,0.09210526315789473,0,0,0,1,0,photo
0,The live stream from #Ferguson is back up and running. Watch here while you can: http://t.co/7QTY8soT46,4.143134726391533,5.683579767338681,False,1296093,1501.8470451911935,103,0.1,0,0,0,1,1,none
0,Two weeks before #MichaelBrown was killed he accepted Jesus Christ as his savior! #Ferguson,5.575949103146316,5.720311776607412,True,184726,867.2629107981221,91,0.08571428571428572,0,1,0,2,0,none
0,Keep #dontshoot going! That's the chant of our young people in #Ferguson! http://t.co/CBFBGd63TM,4.007333185232471,5.43372200355424,False,1289,1.048780487804878,96,0.15873015873015872,0,1,0,2,0,photo
0,RT @manofsteele: Man picks up burning tear gas can and throws it back at police. #ferguson pic by @kodacohen http://t.co/tBIacVzMKE,3.1780538303479458,4.61512051684126,False,2367,3.5555555555555554,131,0.09574468085106383,0,0,0,1,0,photo
0,"The police in #Ferguson are using military suppression tactics on unarmed civilians. That's not law enforcement, b.",3.6888794541139363,4.912654885736052,False,2076,3.544368600682594,115,0.03260869565217391,0,0,0,1,0,none
0,"So, many of those calling for transparency yesterday are condemning police for what they released today. Can’t have it both ways. #ferguson",5.159055299214529,5.5093883366279774,True,159859,221.41274238227146,139,0.017857142857142856,0,0,0,1,0,none
0,Crazy RT @brennamuncy: Someone please remind me what year it is again? #ferguson http://t.co/0rmR6PhSvi,3.6888794541139363,5.0106352940962555,False,4764,2.3403732809430253,103,0.0958904109589041,1,0,0,1,0,photo
0,Protestors have packed the lobby of the #Ferguson police headquarters. Not being let into the press confere... https://t.co/auVlJeqMoI,4.6913478822291435,6.091309882077698,True,106886,102.57869481765835,134,0.06930693069306931,0,0,0,1,1,none
0,Love. #ferguson https://t.co/CKUpWXYjkC,4.110873864173311,4.68213122712422,True,108321,103.95585412667947,39,0.34782608695652173,0,0,0,1,1,none
0,"I don't want another bigot getting in my TL saying it's not abt race, when's the last time a white kid has been MURDERED by police #Ferguson",4.553876891600541,4.672828834461906,False,3385,3.6844396082698587,140,0.12244897959183673,0,0,0,1,0,none
0,If u r white &amp; u r not outraged about #Ferguson then the problem is much bigger than the police. #americaforall,5.117993812416755,4.90527477843843,False,49956,9.424070930013205,115,0.02247191011235955,0,0,0,2,0,none
0,"“Which cop killed #MikeBrown?”

“Sorry. Can’t tell you that.”

“Why’d you release the video?”

“Because you asked.”

#MikeBrown #Ferguson",3.7376696182833684,4.890349128221754,False,2239,2.3529411764705883,137,0.11363636363636363,1,0,0,3,0,none
0,"Omg Wow ""@FLOCKAfierce: WOW RT @AntonioFrench: Police have brought out the large gear in #Ferguson. http://t.co/4t4RRtNWRk""",2.6390573296152584,4.6443908991413725,False,384,0.5026109660574413,123,0.3055555555555556,0,0,0,1,0,photo
0,"Never forget the original relationship between the police and blacks...
#wearetargets
#Ferguson http://t.co/Y0dOOu4LbE",4.672828834461906,5.3230099791384085,False,102,1.0098039215686274,118,0.07954545454545454,0,0,0,2,0,photo
0,"The courage it takes to to write these words down, much less display them to the world #Ferguson #MikeBrown http://t.co/6lt6JlBKCC",5.560681631015528,6.42648845745769,False,7683,6.979109900090826,130,0.0967741935483871,0,0,0,2,0,photo
0,"Today's events in one video:
http://t.co/jMcAQI1ci9
#ferguson #justiceformikebrown",4.499809670330265,5.209486152841421,True,99657,96.66149369544132,82,0.08333333333333333,0,0,0,2,1,none
0,"The #Ferguson chief, the County chief, County prosecutor, and @CharlieADooley need to reach out to the family and promise justice TONIGHT.",4.48863636973214,5.0238805208462765,True,99731,96.73326867119302,138,0.1414141414141414,0,0,0,1,0,none
0,"URGENT: The only 2 livestreams just went down, police is using jammers in #Ferguson. This is far beyond a police state.",5.627621113690637,6.943122422819428,False,94896,81.38679245283019,119,0.10588235294117647,0,0,0,1,0,none
0,Keep your eyes on @ryanjreilly 's tweets. The @HuffingtonPost journalist is on the ground in #Ferguson right now. http://t.co/ZySW8vhnkp,4.709530201312334,5.6131281063880705,False,1294806,1500.3557358053301,136,0.08080808080808081,0,0,0,1,0,photo
0,"The #Ferguson police dept didn't say ""murdered"" of course. Cops never ""murder"" people. Black people just ""are shot"" in proximity of cops",5.545177444479562,6.1779441140506,True,51328,51.952429149797574,136,0.0392156862745098,0,0,0,1,0,none
0,"Never forget:
Tear Gas.
Rubber Bullets.
APCs.
Militarized Cops.
No Name Tags.
No Fly Zone.
Al Jazeera.
Never Forget Mike Brown.
#ferguson",4.867534450455582,4.736198448394496,False,13037,15.539928486293206,137,0.25882352941176473,0,0,0,1,0,none
0,"High school graduation picture of Mike Brown. May he rest in peace, while we fight for his justice. #Ferguson http://t.co/ZpWHsvpnQi",5.170483995038151,6.126869184114185,True,133549,1043.359375,132,0.09375,0,0,0,1,0,photo
0,I would suggest that the #Ferguson Police department stop jamming live streams and communications immediately.,4.07753744390572,4.736198448394496,False,5826,32.735955056179776,110,0.03260869565217391,0,0,0,1,0,none
0,This person live-tweeted the killing of Michael Brown in #Ferguson: http://t.co/FMIiEF6ObP,4.477336814478207,5.153291594497779,True,4261157,1537.2142857142858,90,0.18032786885245902,0,0,0,1,1,none
0,Situation in #Ferguson getting very tense after police killed unarmed teenager Mike Brown (photo: @AntonioFrench) http://t.co/gL3y9pkfV7,4.418840607796598,6.194405391104672,True,133567,1043.5,136,0.07920792079207921,0,0,0,1,0,photo
0,"Follow Amnesty delegation on the ground in #Ferguson to observe, collect testimony http://t.co/srQ7W2vAyx",3.8066624897703196,4.653960350157523,True,1138047,172.14460747239448,105,0.0759493670886076,0,0,0,1,1,none
0,The astonishing pictures coming out of #Ferguson--snipers and tanks trained on civilians--look like they're straight out of a failing state.,4.919980925828125,6.077642243349034,True,227536,199.06999125109363,140,0.017699115044247787,0,0,0,1,0,none
0,St. Louis police chief condemns military tactics being used in #Ferguson http://t.co/6jmeZutuoe,4.248495242049359,4.663439094112067,True,153454,7.7596581715210355,95,0.0547945205479452,0,0,0,1,1,none
0,Powerful video of protestors w/hands up mocking #Ferguson police. Video via @AntonioFrench #MikeBrown https://t.co/PVXgMmgw20,4.127134385045092,5.241747015059643,False,219,0.24608501118568232,125,0.12222222222222222,0,0,0,2,1,none
0,#JusticeForMikeBrown: Powerful photos from the #Ferguson police protests http://t.co/PfZ0GIAxE1 http://t.co/I4x6KRgnHE,5.840641657373398,6.759255270663693,False,31626,121.6423076923077,118,0.2236842105263158,0,0,0,2,1,photo
0,Police pull up to #Ferguson in MRAPs &amp; point sniper rifles at unarmed protestors LIVE 11am-2pm CST http://t.co/OQtch0ubub,3.828641396489095,4.727387818712341,True,277057,2131.2153846153847,125,0.18518518518518517,0,0,0,1,1,none
0,RT @tabithalou: This what they not showing you on the media. These young men cleaning up after the riot. #Ferguson http://t.co/50AjPG6o3V,6.336825731146441,7.01211529430638,False,22130,6.357655846021259,137,0.09473684210526316,0,0,0,1,1,none
0,Dear mainstream media: The story is not the protest. The story is the police shooting of an unarmed black teenager. #Ferguson,4.997212273764115,5.921578419643816,False,651,0.39159159159159157,125,0.04081632653061224,0,0,0,1,0,none
0,Police blocking cars from entering #Ferguson right now http://t.co/e6DQpD0vmE,4.290459441148391,5.765191102784844,True,99954,96.85562015503876,77,0.10714285714285714,0,0,0,1,0,photo
0,"Right when we thought things were beginning to cool down, bam! #Ferguson",4.110873864173311,4.77912349311153,True,133605,1043.796875,72,0.03508771929824561,0,1,0,1,0,none
0,"Police fire tear gas at protestors for the third night in a row in Ferguson, Mo. #Ferguson #MikeBrown http://t.co/BEoZT5yjkU",6.698268054115413,7.260522598089852,False,5843,32.831460674157306,124,0.12790697674418605,0,0,0,2,0,photo
0,How can trust the profiling skills of the chief on a boy he never met but couldn't pick up the psychopath he worked with #ferguson,4.382026634673881,4.663439094112067,True,184738,867.3192488262911,130,0.009615384615384616,0,0,0,1,0,none
0,Interview with mother of victim. The police wouldn't let her ID her own son http://t.co/jUonPxq4TW #Ferguson,3.828641396489095,5.062595033026967,False,28538,25.733994589720467,108,0.11842105263157894,0,0,0,1,1,none
0,"Stephen Hawking's boycott hits Israel where it hurts;
rejection comes from a famous scientist now
#Ferguson  #Gaza http://t.co/QrWnHpE2cI",5.755742213586912,6.47543271670409,False,42428,68.65533980582525,137,0.1,0,0,0,2,0,photo
0,"The cop who shot #MikeBrown is on paid leave. 

Shoot a black kid, get a paid vacation. #WeAreTargets #Ferguson",4.74493212836325,5.872117789475416,False,10151,24.345323741007196,111,0.10256410256410256,0,0,0,3,0,none
0,"#Ferguson Police Chief Thomas Jackson: “I’m not going anywhere, I’m going to stay and see this through.” #NewDay http://t.co/ZFH4Hh0ty7",4.68213122712422,4.912654885736052,True,84941,67.20094936708861,135,0.14772727272727273,0,0,0,2,0,photo
0,Cops have changed since I was a kid #Ferguson #photo http://t.co/qq3m6BI4c6,4.382026634673881,4.653960350157523,False,492849,1.8382654621679484,75,0.1,0,0,0,2,0,photo
0,"RETWEET!!! Before any cops were called, before anyone knew he was killed! One of them is his killer #ferguson http://t.co/MGqiSoj1Ab",3.332204510175204,5.214935757608986,False,760,1.0658263305322129,132,0.14606741573033707,0,1,0,1,0,photo
0,Lots of angry mothers here in #Ferguson this morning. http://t.co/RXTdkGgDMG,3.6888794541139363,5.043425116919247,True,100465,97.35077519379846,76,0.17307692307692307,0,0,0,1,0,photo
0,"#Ferguson Police Department:
Riot Gear ✔️
Tear Gas ✔️
Camouflage ✔️
Assault Rifles ✔️
Armored Land Mine Vehicles ✔️
Dashboard cameras 🚫",7.745002803515839,8.62998601889136,False,8048,1.0298106448311157,135,0.1724137931034483,0,0,1,1,0,none
0,This Remarkable Map Shows An Explosion Of Tweets About The #Ferguson Protests ➡️http://t.co/nQCESXiUgn http://t.co/GUyn4Wz08o,4.820281565605037,5.41610040220442,False,492862,1.8372380835225133,125,0.27631578947368424,0,0,1,1,1,photo
0,Great Minds Think Alike But So Do DUMBASSES! Jesse Jackson: There's a '#Ferguson' near U http://t.co/PIlkbY2YB6 #tcot http://t.co/RRz31Fqc1m,4.553876891600541,5.318119993844216,False,21023,1.9316427783902976,140,0.3972602739726027,0,1,0,2,1,photo
0,RT .@FOX2now: The #STL SWAT team has weapons drawn in #Ferguson at a protest in broad daylight with media attending http://t.co/xVblIjQMwH,3.8501476017100584,5.3471075307174685,True,1000512,450.4786132372805,138,0.21348314606741572,0,0,0,2,0,photo
0,"More startling statistics about the segregated population of #Ferguson, Mo. http://t.co/uYrldQHoj7 http://t.co/vgxuLMYDhz",3.9318256327243257,4.897839799950911,True,291784,1496.3333333333333,121,0.11494252873563218,0,0,0,1,1,photo
0,When I was in #Iraq we had a couple of demonstrations in front of our base. We took a less menacing posture there than cops in #Ferguson now,4.624972813284271,5.863631175598097,False,1911,5.031578947368421,140,0.04716981132075472,0,0,0,2,0,none
0,#BREAKING first official news release from #Ferguson PD since death of #MikeBrown @kmov http://t.co/Z27k2DOm7J,3.6635616461296463,5.424950017481403,False,3052,7.828205128205128,110,0.25,0,0,0,3,0,photo
0,Police of #Ferguson murdered a boy in cold blood. Now they're spinning the story &amp; intimidating the community into silence.,3.6635616461296463,4.812184355372417,False,1680,1.921142857142857,127,0.03,0,0,0,1,0,none
0,The mother of the boy killed in #Ferguson speaking to media about the loss of her son. http://t.co/YlxEDKoebB,4.653960350157523,6.018593214496234,True,100400,97.28779069767442,109,0.08860759493670886,0,0,0,1,0,photo
0,"Unarmed teen killed by cops isn't the headline but calling black people ""ANGRY MOB!"" is, that tells you everything about the media #Ferguson",4.6913478822291435,5.488937726156687,False,14885,10.929515418502202,140,0.0970873786407767,0,1,0,1,0,none
0,"Pic of masked, sign-carrying member of #Anonymous in DC on Aug 14th  #Ferguson http://t.co/5HNUnZMIuk",4.248495242049359,4.736198448394496,False,24,0.26881720430107525,101,0.1875,0,0,0,2,0,photo
0,Everyone assumes everyone has a gun in America. And they're usually right. That's the problem. #MichaelBrown #Ferguson,5.14166355650266,5.342334251964811,True,4217283,4858.622119815668,118,0.07865168539325842,0,0,0,2,0,none
0,I'll be on @CNN in a few minutes discussing #Ferguson and #JusticeForMikeBrown.,6.1092475827643655,6.12029741895095,True,106252,101.97024952015354,79,0.16363636363636364,0,0,0,2,0,none
0,The protestors have started marching into a neighborhood. Police still standing here. #Ferguson #MichaelBrown http://t.co/2CFDkmtObA,5.056245805348308,6.202535517187923,False,1189,4.343065693430657,132,0.10101010101010101,0,0,0,2,0,photo
0,"Friends, the #Ferguson police aren't incompetent. They are building a defense &amp; know they don't have to work hard at it.",4.406719247264253,4.90527477843843,False,25670,32.08875,124,0.031914893617021274,0,0,0,1,0,none
0,Are these cops or soldiers? Experts say #Ferguson police tactics have made tensions worse http://t.co/Bend3mL6SF http://t.co/DNnPmsswO9,6.118097198041348,6.742880635791903,True,2455823,6840.7353760445685,135,0.11578947368421053,1,0,0,1,1,photo
0,"State Sen. Maria Chappelle-Nadal: ""On Sunday, I literally had young people willing to die to get justice."" #Ferguson http://t.co/8FTN46ZBCH",4.68213122712422,5.14166355650266,True,26590,26.995939086294417,139,0.17777777777777778,0,0,0,1,0,photo
0,I can't help but notice that no one with the  #NRA or #tcot has suggested the #Ferguson protesters should carry assault rifles. Weird.,5.493061443340548,6.066108090103747,False,1354,0.7064650677789364,134,0.06,0,0,0,3,0,none
0,"I don’t know if the #Ferguson police chief is acting out of malice or ignorance, but either way, he’s the face the problem right now.",5.10594547390058,5.272999558563747,False,3473,6.771929824561403,133,0.0196078431372549,0,0,0,1,0,none
0,"Rest in Peace, Michael Brown. 17 forever.

#Ferguson http://t.co/fMq9mJRwtL",3.8501476017100584,5.147494476813453,False,19315,2.7713055954088954,75,0.1956521739130435,0,0,0,1,0,photo
0,"The mother of #MikeBrown, the 17-year-old killed by #Ferguson police today, says her son was about to start at Vatterott College next week.",4.110873864173311,5.733341276897746,True,100278,97.16957364341086,139,0.05825242718446602,0,0,0,2,0,none
0,"My friend Torey just said ALL his local news channels have been blacked out too. OMG #Ferguson this is why there is a ""No Fly Zone"" order!!",3.2188758248682006,5.049856007249537,False,5899,9.546925566343042,139,0.125,0,1,0,1,0,none
0,This. Breaks. My. Heart. http://t.co/YNJTtCXhfJ #Ferguson,3.8918202981106265,4.624972813284271,False,6075,6.051792828685259,57,0.3870967741935484,0,0,0,1,0,photo
0,The shooting in #Ferguson highlights why the federal government should be underwriting body cams for all cops rather than military gear.,5.4510384535657,5.976350909297934,False,373,1.7077625570776256,136,0.017699115044247787,0,0,0,1,0,none
0,The police have come into the community with dogs. #ferguson http://t.co/QWhlu0xEtB,3.332204510175204,4.867534450455582,False,25400,13.730270270270271,83,0.08196721311475409,0,0,0,1,0,photo
0,The face of Black America each time @donlemon speaks about or to us. #Ferguson #MikeBrown http://t.co/7mFxnTT3Qd,5.44673737166631,5.942799375126701,False,3345,2.9768683274021353,112,0.12987012987012986,0,0,0,2,0,photo
0,The streets of #Ferguson look a little different tonight. | AP Photo http://t.co/sHcsZtAs3v,4.663439094112067,4.897839799950911,True,122297,7.916752977731745,91,0.12698412698412698,0,0,0,1,0,photo
0,Yessss! RT @PresReed: Mother/Daughter team in #Ferguson. Daughter just took bar. Will b civil rights Atty http://t.co/jJBa3qTHmg,5.2832037287379885,4.820281565605037,True,1895962,1895963.0,128,0.17647058823529413,0,1,0,1,0,photo
0,"#Ferguson ""He fit the description"" means ""I can't tell black people apart"" means ""I never look at their faces or their humanity.""",4.624972813284271,5.648974238161206,False,907,7.264,129,0.041666666666666664,0,0,0,1,0,none
0,"On some Tiananmen shit. RT @sebwalker: Military-style police: 3 APCs, ~100 officers, high-powered rifles #Ferguson http://t.co/JK0ZBrnEIO",4.143134726391533,5.111987788356544,False,3827,2.5267326732673268,137,0.1839080459770115,0,0,0,1,0,photo
0,Protestors outside #Ferguson police department headquarters right now http://t.co/sjHMxSulha,5.87493073085203,6.967909201801884,True,103894,100.6734496124031,92,0.06756756756756757,0,0,0,1,0,photo
0,Police have moved tank and repositioned to face protesters on sidewalk across the street. #ferguson http://t.co/JRGhIErZAb,5.53338948872752,7.052721049232323,False,4773,4.195079086115993,122,0.08602150537634409,0,0,0,1,0,photo
0,"Cops warn the crowd. The photog's gas mask comes out. Someone is chanting ""Gaza Strip."" #Ferguson http://t.co/IWJkOg8oy4",3.7612001156935624,5.081404364984463,True,26902,27.257345491388044,120,0.12345679012345678,0,0,0,1,1,none
0,She gets it. Why can't everyone else? #Ferguson #Equality #MikeBrown http://t.co/bIqHPWfdtf,6.659293919683638,7.16703787691222,False,2420,1.371671388101983,91,0.16393442622950818,1,0,0,3,0,photo
0,"BREAKING: #Ferguson both lanes of W Florissant Ave blocked again, crowd chanting ""They say get back, we say fuck that"" tact teams driving up",4.543294782270004,5.66988092298052,False,46451,47.25534079348932,140,0.13131313131313133,0,0,0,1,0,none
0,The #Ferguson Solution. My thoughts… http://t.co/7t2SafQeVs RT!,4.454347296253507,4.653960350157523,True,3242517,4560.503516174403,63,0.23684210526315788,0,1,0,1,1,none
0,"Wow. Turkish pro-gov newspaper claims US media totally ignored #Ferguson, news blackout etc.. http://t.co/tCQs13M0sR http://t.co/siuPC0MtZK",3.8918202981106265,4.875197323201151,False,36977,39.088794926004226,139,0.15217391304347827,0,0,0,1,1,photo
0,"#Ferguson police name the officer who shot #MikeBrown. He is Darren Wilson
#stl #MichaelBrown",3.7376696182833684,5.424950017481403,True,60067,64.7982740021575,93,0.11764705882352941,0,0,0,4,0,none
0,End police brutality sign at #mikebrown memorial in #ferguson http://t.co/WH4Olf3W2v,4.418840607796598,5.204006687076795,False,4784,4.204745166959579,84,0.08196721311475409,0,0,0,2,0,photo
0,"""Being a poor, black American makes you vulnerable; living in a poor, black area renders you collateral"" #Ferguson http://t.co/4OMNeoRuYJ",4.406719247264253,4.859812404361672,True,35153,67.73410404624278,137,0.09090909090909091,0,0,0,1,1,none
0,"Witness: ""He threw his hands up and they shot him. The boy fell and they shot him some more."" #Ferguson http://t.co/sSbXDOUTMn",5.568344503761097,7.351158226430694,True,133581,1043.609375,126,0.12941176470588237,0,0,0,1,0,photo
0,"How many unarmed black teenagers will be killed in America? 

#ThatIsTheQuestion
#Ferguson http://t.co/5L8043MSaP",5.3230099791384085,6.811244378601294,True,133563,1043.46875,113,0.14473684210526316,1,0,0,2,0,photo
0,"#WeAreTargets: People marching to the #Ferguson Police Dept headquarters following the killing of a 17-year-old boy http://t.co/wFTR1maej7""",4.48863636973214,5.916202062607435,False,183,0.673992673992674,139,0.10101010101010101,0,0,0,2,0,photo
0,I've said it before and I'm saying it again... Who are they really afraid of again?? #Ferguson #MikeBrown http://t.co/xxZa8B0npg,4.969813299576001,5.62040086571715,False,11376,15.068874172185431,128,0.09195402298850575,1,0,0,2,0,photo
0,Don't live in #Ferguson? Call the Police station leave Chief Tom Jackson a message 314-522-3100 ext #5588 or tweet @stlcountypd #MikeBrown,4.07753744390572,5.267858159063328,False,1342,0.8204031765424558,138,0.10227272727272728,1,0,0,2,0,none
0,"A message for #Ferguson, from #Palestine #Gaza http://t.co/VZtLCYyZnu",4.48863636973214,4.997212273764115,False,2525,1.5477941176470589,69,0.22727272727272727,0,0,0,3,0,photo
0,Feds asking anyone with info on #MikeBrown shooting in #Ferguson to call St. Louis FBI at 314-589-2500.,2.772588722239781,4.897839799950911,True,307,1.612565445026178,103,0.14285714285714285,0,0,0,2,0,none
0,Slow parade of cars and walkers leaving #Ferguson tonight. Peacefully. ✌️ http://t.co/FL5TKqmDW8,5.652489180268651,6.1224928095143865,True,100733,97.61046511627907,96,0.13846153846153847,0,0,1,1,0,photo
0,"""What happened in #Ferguson doesn't contradict America's racial narrative. It illustrates it."" http://t.co/337F1OD330",4.189654742026425,4.8283137373023015,True,35156,67.73988439306359,117,0.0875,0,0,0,1,1,none
0,Remember the chief of #Ferguson police said that they covered the body and sealed the crime scene right away. Lying again.,4.7535901911063645,4.962844630259907,False,18440,498.4054054054054,122,0.030927835051546393,0,0,0,1,0,none
0,Who is in Ferguson? Who can livestream? Who can tweet? The world needs to know what is going on. Let's show them. #Ferguson #OpFerguson,5.308267697401205,5.849324779946859,False,1293876,1504.5081395348836,135,0.09375,1,0,0,2,0,none
0,RT @FreeTopher: OFFICER DARREN WILSON STANDING OVER MIKE BROWN'S BODY AFTER SHOOTING HIM 9 TIMES #Ferguson http://t.co/7uAMFPdyPO,3.8918202981106265,5.093750200806762,False,30616,2.602601156069364,129,2.9615384615384617,0,0,0,1,0,photo
0,#Ferguson Police Department Release First Official Statement On Shooting Of Mike Brown http://t.co/FIbarj06cz #JusticeForMikeBrown,4.0943445622221,5.342334251964811,False,31613,121.5923076923077,130,0.1978021978021978,0,0,0,2,1,none
0,"Muslims butchering Muslims no biggie 'til an Israeli kills 1. U.S. blacks killing other blacks=non event 'til a cop kills 1
#ferguson
#tcot",5.187385805840755,5.780743515792329,True,50980,8.390552995391705,139,0.04854368932038835,0,0,0,2,0,none
0,Children here in #Ferguson https://t.co/Pvg6tDfGlK,4.68213122712422,5.583496308781699,True,106272,101.989443378119,50,0.17647058823529413,0,0,0,1,1,none
0,“Information might have dispersed more crowds than armored vehicles did.” @jelani9 on questions raised in #Ferguson: http://t.co/Bwclyxie7i,4.543294782270004,5.0689042022202315,True,3369017,12524.230483271376,139,0.027777777777777776,0,0,0,1,1,none
0,PHOTOS: New Yorkers write their thoughts in peaceful protest: http://t.co/mC0M9xbWG3  (Victor Mirontschuk) #Ferguson http://t.co/4JKxvjr6Ln,4.04305126783455,4.61512051684126,False,15826,16.26618705035971,139,0.20454545454545456,0,0,0,1,1,photo
0,"#Ferguson police refuse to say who killed Michael Brown, but release looting suspects' names, ages, &amp; home addresses: http://t.co/NUVVp9vIGs",3.4657359027997265,5.093750200806762,False,1615,1.7699890470974808,144,0.08653846153846154,0,0,0,1,1,none
